title,score,members,favorites
Suzy&#039;s Zoo: Daisuki! Witzy,6.28,434,1
I&#039;m Here with You,5.62,388,1
Ribbon-chan,4.82,136,0
Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,6.53,373,0
Kokka Kimigayo,4.84,1029,0
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,6.0,2060,2
Kemono no Souja Erin,8.43,49279,1098
Zhan Guo FAN,5.27,419,1
Obake no Dokurou,5.47,852,0
Hello Kitty no Hajimete no Christmas Cake,6.0,107,0
Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,7.34,12474,9
Donbe Monogatari,5.67,146,0
Mobile Suit Gundam-san: Bouya Dakara sa,5.83,440,0
Muteki Koujin Daitarn 3,7.18,1724,8
Ito Junji: Collection,6.2,51191,115
Akane Maniax,5.79,15180,11
Shuten Douji,5.89,1476,3
VS Knight Lamune & 40 Fire,6.96,1497,8
Kaze no Toori Michi,6.14,2253,2
Umeboshi Denka: Uchuu no Hate kara Panparopan!,6.41,121,0
Yami wo Mitsumeru Hane,4.99,723,7
Mahou Shoujo Ai San: The Anime,6.38,2419,7
Koro-sensei Quest!,7.27,20914,35
Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,7.28,8896,83
Tobe! Pegasus Kokoro no Goal ni Shoot,5.5,120,0
Sakura no Chikai: Marronni☆Yell - Higashi no Hichou Shimotsuke-shi wo Yell!,4.54,432,0
Seichou Rap,4.75,145,0
Tanpen Animation Junpei Fujita,6.59,134,0
Minami-ke Betsubara,7.57,23883,14
Mobile Suit Gundam AGE,6.57,21100,47
Shukufuku no Campanella: La Campanella Della Benedizione,6.58,4553,1
Miss Monochrome: Watashi dake no Monogatari,6.12,2048,1
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,7.46,6460,8
JK to Ero Konbini Tenchou,6.83,5185,19
Video Senshi Lezarion,6.63,503,1
Star Dust,5.4,158,0
Portable Kuukou,5.72,1830,0
Stratosphera no Yousei,5.78,2048,0
Fujinkoron-senpai,5.08,139,0
Cowboy Bebop: Tengoku no Tobira,8.41,180246,706
Seto no Hanayome OVA Specials,7.57,8431,2
Tegami: Haikei Juugo no Kimi e,6.51,731,0
Sparrow&#039;s Hotel,5.55,7610,7
Crayon Shin-chan Gaiden: Omocha Wars,6.74,445,1
Dororo Pilot,5.98,521,1
Gintama.,9.02,91695,1237
Uchuu Senkan Yamato: Fukkatsu-hen,7.15,2585,4
Munto,6.96,14369,39
Ane Yome Quartet,7.31,6884,45
Osaru no Sankichi: Boukuusen,4.37,667,0
Asgaldh: The Distortion Testament,5.85,1847,5
"Sora no Iro, Mizu no Iro",7.2,11392,117
New My Tear CL Series,5.35,1495,0
Chi&#039;s Sweet Home: Atarashii Ouchi,7.86,19570,97
Chouon Senshi Borgman: Lovers Rain,5.93,541,2
Purina Felix,6.53,112,0
Sakura Quest,7.47,83241,308
Hyakkiyakou: Warashi,5.23,445,1
Doku Tenshi no Shippo,6.58,1347,5
Shuffle!,7.24,190780,1482
Mobile Suit Gundam UC: A Phantom World,5.93,850,1
Aoi Umi to Shounen,4.14,137,0
Shimajirou Movie: Mahou no Shima no Daibouken,5.29,79,0
Sango no Umi to Ouji,5.63,219,0
Sansha Sanyou Specials,6.73,4197,0
Sekaiichi Hatsukoi OVA,8.14,43938,123
Kenzen Robo Daimidaler Specials,6.2,5019,0
Yurumates 3D Plus,6.47,3683,2
Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi,5.6,138,0
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,7.55,36116,71
Ginga Senpuu Braiger,6.93,1181,12
Lo Re: Pako Sukusuku Mizuki-chan The Animation,6.52,3272,19
Shin-chan no Sanrinsha,6.69,99,0
Di Wang Gong Lue,7.2,542,1
Kyou kara Maou! 3rd Series,7.93,22802,130
Bacterial Contamination,6.06,2505,7
Beyblade Burst,6.65,6129,36
Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,5.86,440,3
Spoon Oba-san,6.77,1184,2
Yuki no Joou (TV),7.16,2671,13
Blue Seed 1.5,6.67,1570,0
Mirai Arise,0.0,6185,3
Dungeon Meshi: Senshi no Kantan Cooking!,5.76,285,0
Pororo&#039;s English Show,5.61,96,0
Tengen Toppa Gurren Lagann,8.74,787535,50040
Dondon Domeru to Ron,6.82,647,1
Kekkaishi,7.69,74057,514
Ray The Animation,6.74,9471,12
Bible Black,6.83,38901,475
Gin no Guardian 2nd Season,6.89,24865,57
Shijou Saikyou no Deshi Kenichi OVA,8.03,32667,76
Guruguru Petit Anime Gekijou,6.5,558,0
Danball Senki Wars,7.34,2473,29
Souten no Ken,6.8,6410,17
Saiyuuki Gaiden: Kouga no Shou,7.41,2017,6
Amagi Brilliant Park,7.63,313113,1527
T.P. Sakura: Time Paladin Sakura,5.97,3178,4
"Dai-chan, Daisuki.",6.55,155,0
Norn9: Norn+Nonet,6.68,51362,203
Bari Bari Densetsu (1987),6.69,942,2
Mameushi-kun,5.92,111,0
Mahou no Rouge Lipstick,5.32,498,2
Detective Conan Movie 16: The Eleventh Striker,7.86,20810,23
Yeonghongibyeong Lazenca,5.52,163,0
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,7.6,3484,14
Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,5.75,496,1
Torikaekko Please,4.42,1044,6
Power Stone,6.54,5108,16
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,6.93,72815,36
Arakawa Under the Bridge,7.67,210816,1771
Youkoso Lodoss-tou e!,6.25,1347,2
Kai Douryoku,6.0,80,0
Shiawase no Katachi,6.2,137,0
Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,4.32,140,0
Kero Kero Keroppi no Robin Hood,6.3,179,0
Future Card Buddyfight Battsu,6.28,1223,8
Otsukimi Recital,7.31,2388,6
Wareware no Heya,7.17,56,0
Pokemon: Kimi ni Kimeta!,7.36,11714,51
Hero Bank,6.13,2172,10
One Outs,8.4,115740,2305
Magical★Taruruuto-kun: Moeru! Yuujou no Mahou Taisen,6.43,148,0
Erementar Gerad,7.39,72724,469
Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,5.57,339,0
Tekken,5.33,11094,24
Hana no Hi,4.68,337,0
Under the Dog: Anthea-chan,4.56,3174,0
The iDOLM@STER Cinderella Girls 2nd Season,7.41,23459,136
Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,7.05,954,1
Aniyome wa Ijippari,7.12,10937,91
Kinnikuman: Kinnikusei Oui Soudatsu-hen,6.99,1166,7
Saint Seiya: Kamigami no Atsuki Tatakai,7.09,10572,11
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,7.76,43009,76
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,8.22,93731,300
Hatenkou Yuugi,7.25,29128,191
Unico: Mahou no Shima e,7.16,1506,8
Panpaka Pants x Lala-chan,4.13,86,0
Honto ni Atta! Reibai Sensei,6.63,5708,4
Cyborg 009: The Reopening,5.66,1194,0
Mardock Scramble: The Third Exhaust,7.54,25692,52
Captain Tsubasa: Road to 2002,7.46,27115,130
Hunter x Hunter Pilot,7.33,13470,37
Nanako SOS,6.4,825,2
Sora wa Koko ni Aru,5.51,199,0
"Subarashii Sekai Ryokou: New York Tabi ""Computopia Seireki Nisennen no Monogatari""",5.63,88,1
Mushrambo,7.09,10584,57
H2O: Footprints in the Sand,7.19,74002,387
Panty & Stocking in Sanitarybox,6.5,24306,36
Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,4.68,546,0
Tiger & Bunny Movie 2: The Rising,7.94,17569,30
One Room 2nd Season,0.0,5964,1
Blade Runner: Black Out 2022,7.08,14026,10
Nanocore 3rd Season,6.6,125,0
Honoo no Mirage,6.69,15191,75
Sei Juushi Bismarck,7.43,3487,28
One Punch Man Specials,7.85,123789,212
Chain Chronicle: Haecceitas no Hikari Part 3,7.21,9281,10
Robot Girls Z Plus,6.3,4862,1
Soushisouai Note The Animation,7.31,4910,45
Koi Kaze,7.27,54349,385
Ayane-chan High Kick!,6.0,2996,2
Inazuma Eleven Go: Tokubetsu-hen,6.81,2524,4
"Natsu-iro Egao de 1, 2, Jump!",7.34,9163,13
Kaette Kita Court no Naka no Tenshi-tachi,5.92,1555,3
Nandaku Mou,4.26,65,0
Hoshi Shinichi Short Short Special,6.19,141,0
Project BLUE Chikyuu SOS,6.81,2266,4
Chain Chronicle: Haecceitas no Hikari Part 1,7.19,15655,18
Okaasan no Kao,3.82,47,0
Guilty Crown,7.74,637375,14672
Princess Principal Picture Drama,6.38,3725,3
Kuruneko: Nyaalock Holmes no Bouken,6.4,259,0
Animal 1,6.38,204,1
Eat-Man &#039;98,6.87,3333,5
Injuu Gakuen EX,6.24,2175,11
Shoujouji no Tanuki-bayashi Ban Danemon,5.05,815,0
Discipline Zero,6.71,6652,38
GJ-bu@,7.31,24831,21
Beatless,6.14,82617,233
Bobby ni Kubittake,6.19,1993,2
Sugai-kun to Kazoku Ishi The Movie,6.0,145,1
Sonyeon 007 Jihajeguk,4.69,92,0
Doctor Chichibuyama,5.63,236,1
Kkoma Sinseon Tao,4.5,51,0
Sengoku Majin Goushougun,6.81,1233,0
Tamagotchi Honto no Hanashi,5.88,199,0
Yubikiri,5.44,122,0
Ishinomori Shoutarou no Rekishi Adventure,5.8,91,0
Onigara,5.75,97,0
Utawarerumono OVA Picture Drama,6.49,3963,2
Youjo Senki Movie,0.0,25126,60
Red,6.74,1634,4
Singles,5.41,255,0
Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,5.24,408,0
Andersen Monogatari (TV),6.26,495,0
Gegege no Kitarou: Jigoku-hen,6.27,362,0
Ougon Senshi Gold Lightan,6.42,416,0
Saiyuuki,6.47,1575,4
Early Reins,5.94,2318,3
Ooedo Forty Eight,5.88,696,0
Ookiku Furikabutte: Natsu no Scorebook,7.38,2560,3
Eikoku Koi Monogatari Emma,7.77,30913,219
Tsuki ga Kirei,8.35,169916,3365
Chou Henshin Cosprayers Specials,5.09,1653,1
Haiyore! Nyaruko-san W,7.4,109992,239
Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,6.88,6158,11
Sleepy,5.08,178,0
Battle Can²,4.41,631,0
Stand By Me Doraemon,8.13,10320,47
Gaia Getter A-kun,3.82,124,0
Kyouran Kazoku Nikki,7.33,23730,115
Yebisu Celebrities 1st,6.08,6365,4
Kappa Kawatarou,4.59,158,0
Ajin OVA,7.41,27818,21
Warenai Tamago,5.47,113,0
Kekkai Sensen & Beyond,8.08,149337,664
Rosario to Vampire,7.06,385405,3140
Trapp Ikka Monogatari,7.76,3931,15
Nessa no Haou Gandalla,6.03,907,1
Kiss Dum: Engage Planet,6.72,7728,13
Chikansha Thomas,6.12,2470,6
Pac-World,5.37,422,0
Ichigatsu ni wa Christmas,6.04,333,1
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,8.05,29967,110
Ichi-gan Kuni,7.4,64,0
Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer,6.58,2963,4
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,7.62,144364,576
Yami no Matsuei,7.19,39310,405
Dragon Age: Blood Mage no Seisen,6.19,7467,8
12-gatsu no Uta,4.74,369,1
Mobile Suit Gundam 0083: The Fading Light of Zeon,6.83,5684,3
Dr. Slump,7.07,10807,35
Hyakka Ryouran: Samurai Bride,6.87,65193,73
Manga Hajimete Monogatari,6.3,255,1
Houkago no Yuutousei,0.0,203,0
Hizumu Realism,5.29,272,0
Maze☆Bakunetsu Jikuu,6.19,2174,2
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",7.35,46463,35
Koi ni Naritai Aquarium,7.59,4369,19
Bonobono (TV),7.12,712,11
Fudanshi Koukou Seikatsu,6.66,38554,65
Trinity Blood,7.41,131899,1378
Saint Seiya Omega,6.47,28886,99
Ichigo Mashimaro OVA,7.79,16849,20
Bleach: The Sealed Sword Frenzy,7.05,82001,174
Lupin III: Lupin Ansatsu Shirei,7.03,3891,0
Bamboo Blade: CM Fanfu-Fufe-Fo,5.78,661,0
Personal Computer Travel Tanteidan,6.19,720,1
Inyouchuu Etsu Special,6.1,1102,4
Maji,5.94,169,1
Black Jack: Futari no Kuroi Isha,7.35,3177,5
Gregory Horror Show: The Second Guest,6.9,879,7
Fuurinkanzan,5.81,1821,2
Reikenzan: Hoshikuzu-tachi no Utage,7.23,52083,144
Choujikuu Romanesque Samy: Missing 99,4.67,680,4
Ketsuekigata-kun! Featuring Yuri & Nasuno,4.8,2347,0
Himawari,5.24,72,0
Hontou ni Atta,5.85,2251,4
Hitori no Shita: The Outcast,6.74,61353,115
Esper Bishoujo Manami,4.47,821,3
Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,5.72,378,0
Chikyuu wa Guruguru Merry-Go-Round,8.33,38,0
"Korekarasaki, Nando Anata to.",5.67,631,0
Kore wa Zombie Desu ka? OVA,7.52,91843,69
Gundam Build Fighters: Battlogue,6.92,3425,4
Love Live! School Idol Project Recap,7.17,6001,19
DT Eightron,6.39,1188,3
"""Aesop"" no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",4.97,190,3
Skull Man,6.74,20059,48
Yu☆Gi☆Oh!: Duel Monsters GX,7.23,103013,787
Chuunibyou demo Koi ga Shitai! Ren Specials,7.17,29673,19
Cardfight!! Vanguard Movie: Neon Messiah,7.09,3305,12
Maken-Ki! Two Specials,6.31,11582,9
Samurai,4.74,177,0
Mary to Majo no Hana,7.45,22976,28
Doron Coron,4.36,77,0
Futari Zamurai Homare no Kawakiri,4.26,138,0
Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,6.67,5862,34
Moonlight Mile 1st Season: Lift Off,7.25,7478,16
Susume! Gachimuchi Sankyoudai,4.89,176,0
3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,4.5,370,2
Aldnoah.Zero 2nd Season,7.11,199361,961
Bishoujo Animerama: Minami no Watashi no Heart ni Tacchi Shite...,4.5,354,1
Chao You Bing,5.96,495,0
Sakura Taisen: Ecole de Paris,6.55,2499,2
Hibike! Euphonium 2,8.29,97398,1208
Heisei Harenchi Gakuen,5.51,812,0
Kubbe Kort Animasjon,5.53,92,0
Saishuu Shiken Kujira,5.14,3824,2
Sasameki Koto,7.18,43134,252
Subarashii Sekai,5.91,307,0
Front Innocent: Mou Hitotsu no Lady Innocent,6.96,9234,67
Tres Marias: Sannin no Sei Shojo,5.55,1220,4
Hizukuri,0.0,3082,0
Girls★Battle Aloe Megumi,8.5,56,0
Lost Utopia,4.78,692,0
D.C. I&II P.S.P. Re-Animated,6.79,4644,0
Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch,6.11,108,0
Ojarumaru,6.41,779,4
Stitch!: Zutto Saikou no Tomodachi,6.14,1004,3
Ore-tachi Ijiwaru Kei,5.48,160,0
Tokyo Disney Resort: Yume ga Kanau Basho,6.23,995,2
Hayate no Gotoku!!,7.85,79418,515
Hanabeam,4.82,373,0
Tsuyoshi Shikkari Shinasai,7.02,954,2
Imouto sae Ireba Ii. (ONA),6.63,5106,1
Fushigi na Somera-chan,5.95,9856,10
Oretacha Youkai Ningen,4.19,1197,0
Hendo Garden,3.61,50,0
Modern,5.06,342,0
Votoms Finder,6.32,2073,0
Telepathy Shoujo Ran,6.69,7033,5
Computer Obaachan,4.98,242,0
Gift: Eternal Rainbow Special,6.83,6040,3
Landmark,4.31,173,0
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,7.82,55936,174
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,8.33,86477,195
Rhythm: Koi no Rhythm,5.02,445,3
Hyakka Zukan,5.48,549,0
Otona no Ikkyuu-san 2nd Season,4.6,87,0
Kami nomi zo Shiru Sekai: 4-nin to Idol,7.4,70492,85
God Mazinger,6.7,1239,3
Getter Robo G,6.73,1469,5
Net-juu no Susume,7.86,185405,1228
Asobi Asobase,0.0,2227,0
Medarot Damashii,6.74,11763,8
Renai Fuyou Gakuha The Animation,6.89,3142,13
Comic Party,6.65,14438,27
Hana no Joshi Announcer: Newscaster Etsuko,6.55,6052,33
Hamelin no Violin Hiki,6.71,4308,20
Lupin Shanshei,5.71,852,1
Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015),5.48,372,1
Bero-dashi Chonma,5.44,59,0
Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,6.94,2161,2
Yowamushi Pedal,8.11,125149,1895
Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,7.49,10749,17
Shoujo Sect,6.83,20516,135
Captain Tsubasa: Europe Daikessen,7.01,3622,4
Stitch!: Piko Kara no Chousenjou,5.88,624,1
Dokgotak Dasi Chajeun Maundeu,5.64,106,1
Itsuka no Main: Kaminari Shounen - Tenta Sanjou!,6.41,142,0
Yukidoke,4.06,1613,3
Bishoujo Senshi Sailor Moon Crystal Season III,7.83,25708,210
Mobile Suit Gundam 00 Special Edition,7.73,8297,37
Kyojin no Hoshi (Movie),6.1,167,0
Seijuuki Cyguard,5.32,2181,1
Xi Yang Yang Yu Hui Tai Lang: Zhi Tu Nian Ding Gua Gua,5.61,165,0
Lostorage Conflated WIXOSS: Missing Link,6.74,2451,2
Shinjin Tour Conductor,5.47,1086,2
Kill la Kill Specials,7.8,111224,186
Higashi no Eden Movie I: The King of Eden,7.7,119884,134
Hello Kitty no Oyayubi-hime,5.75,102,0
Gokiburi-tachi no Tasogare,5.94,1018,1
Reinou Tantei Miko,5.81,1217,3
Tokubetsu Jugyou,5.45,1832,3
Badaui Jeonseol Jangbogo,6.29,509,3
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",6.91,1955,0
School Days: Magical Heart Kokoro-chan,5.77,32492,22
Gundam: G no Reconguista,5.81,19758,37
Love Live! School Idol Project 2nd Season Recap,7.48,6021,35
Arata Kangatari,6.62,47808,55
Orchestra,5.17,231,0
Midoriyama Koukou Koushien-hen (Movie),6.31,127,0
Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,7.26,3777,2
Chuunibyou demo Koi ga Shitai! Ren Lite,7.22,42615,42
Futago no Mahoutsukai Lico to Gli,5.35,388,1
Pokemon: Utae Meloetta - Rinka no Mi wo Sagase!,6.36,2390,1
Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,7.3,808,2
Solar I.II.III,5.07,155,0
Fire Tripper,6.87,2669,5
Baku Tech! Bakugan Gachi Special,5.76,356,1
Ikusa Otome Valkyrie Shinshou,6.24,2538,10
Kotoura-san,7.35,174966,768
Wagaya no Oinari-sama.,7.28,25547,80
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryou-san to Chyuuken Rakkii Monogatari - Kameari D,7.12,163,0
X/1999,6.66,25957,119
Colosseum no Senki: Another Story,5.91,2149,7
Teito Monogatari,6.02,4530,14
Dr. Slump: Robot Taiketsu! Shukuteki Dr. Mashirito Toujou / Keen de Yuushou!? Penguin Grand Prix,6.18,265,0
Dead Girl Trailer,3.43,1336,0
Don Chuck Monogatari,6.07,530,2
Tokkou,6.67,34653,112
Doraemon (1979),7.73,20129,219
Super Mario World: Mario to Yoshi no Bouken Land,5.63,495,2
Thunder,5.2,221,0
Nobara no Julie,6.05,287,0
Tsuyokiss,6.68,15168,20
Guren,6.3,3674,13
Alice or Alice: Siscon Niisan to Futago no Imouto,5.46,17263,24
Injuu Nerawareta Idol,4.84,844,1
Aragne no Mushikago,0.0,621,0
Ningyo no Hanashi,5.19,113,0
Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,6.67,90,0
Ultraman,0.0,1294,3
Bakumatsu Kikansetsu Irohanihoheto,7.19,31079,118
Otome Chibaku Yuugi,6.53,3249,9
Toshishun,6.11,141,0
Oishinbo,6.17,780,2
Ouritsu Uchuugun: Honneamise no Tsubasa - Pilot Film,6.06,983,1
Ichimai no Etegami,4.75,86,0
Joou-sama wa M Dorei,5.43,1305,3
Spirit of Wonder: China-san Tanpenshuu,6.75,1123,1
Fairy Tail (2018),0.0,60169,480
Misemono Kenbutsu,5.1,84,0
Lena lena,6.0,122,0
Doraemon Movie 17: Nobita to Ginga Express,7.38,1962,3
Circus,4.46,49,0
Mahou no Princess Minky Momo: Yume wo Dakishimete Specials,5.42,160,0
Akuma Tou no Prince: Mitsume ga Tooru,5.08,231,1
Ketsuekigata-kun!,6.71,7607,16
Gedo Senki,7.13,73569,143
Jataka Monogatari: Kiniro no Shika,4.14,118,0
Photokano,6.31,66898,79
Yatterman,6.67,2731,8
Shoukoku no Altair,7.55,39763,156
Highlander: The Search for Vengeance,6.84,11718,21
Mahouka x Mameshiba,5.34,2456,1
Pero Pero Candy,5.04,529,1
Himote House,0.0,716,0
Pokemon XY: Sora no Hahen,6.81,3455,1
Space Cobra,7.81,9734,136
Osananajimi to Doukyuusei,5.99,2154,3
Jungle wa Itsumo Hare nochi Guu Final,7.74,8178,13
Mujaki no Rakuen,6.06,16843,34
Yajikita Gakuen Douchuuki,5.74,462,0
Soosee no Aquarion: Dai 27-wa Parallel-ban,6.28,1644,2
Wonder 3,6.6,380,1
Big Order (TV),5.57,123101,188
Kitty&#039;s Paradise,6.39,699,3
Honto ni Atta Gakkou Kaidan,6.31,119,0
Shougeki Shinsengumi,6.0,120,0
Persona 4 the Animation: No One is Alone,7.56,31749,27
Tales of Zestiria the X,7.48,180261,658
Homé-Pato the Movie,5.41,322,1
Gegege no Kitarou (1996),6.77,1410,5
Shinryaku! Ika Musume: Kore ga Umi e no Ai Jana-ika!,6.52,2876,0
Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,6.84,6945,2
Love Live! School Idol Project: μ&#039;s →NEXT LoveLive! 2014 - Endless Parade Encore Animation,7.1,3236,11
Peeping Life x Kaijuu Sakaba Kaiji: Kaijuu-tachi ga Iru Tokoro,4.44,172,0
To LOVE-Ru Darkness 2nd,7.71,117398,657
Yume Oukoku to Nemureru 100 Nin no Ouji-sama,0.0,1543,6
Ijou Chitai: Jikken Dorei,5.94,2170,2
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,6.79,1235,2
Ganbare! Kickers,6.89,5974,24
Mahou no Tenshi Creamy Mami: Curtain Call,6.07,378,1
Vampiyan Kids,6.3,554,2
Arisubyeon-ui Kkumnamu,6.0,130,0
Mahoujin Guruguru (2017),7.96,19247,158
Midori no Neko,5.55,739,0
Papa no Iukoto wo Kikinasai!: Pokkapoka,7.26,27090,16
Minna Atsumare! Falcom Gakuen,5.85,3710,3
Grimm Douwa: Kin no Tori,6.98,762,1
"Yume kara, Samenai",5.28,506,0
Amaenaide yo!! Katsu!!,6.83,38159,44
Back Street Girls,0.0,6653,10
"The Tales of Rien Village #1: ""Toilet ni Ittokiya""",5.42,408,0
Panpaka Pants W-O-New!,4.31,154,0
Yoshimune,6.22,460,0
Blood: The Last Vampire,6.98,77556,221
Another: Misaki Mei - Shizukani,6.26,14831,47
Backkom: Jung-gug Gijeogwi,5.61,194,0
Famiresu Senshi Purin,6.43,2948,21
Yongshi,6.0,98,0
Whistle!,7.5,9544,63
Naruto Shippuuden: Sunny Side Battle,7.38,21130,53
Isekai Izakaya: Koto Aitheria no Izakaya Nobu,6.51,6945,8
Doraemon: It&#039;s New Year!,6.71,708,0
Fantascope: Tylostoma,6.86,1925,3
Hana no Zundamaru,5.06,192,0
Shouwa Monogatari (Movie),6.45,1103,0
Fate/kaleid liner Prisma☆Illya Specials,6.88,23693,10
Kuusou Kagaku Sekai Gulliver Boy,6.63,729,3
Tiger Mask,7.34,5454,41
Mafukiden: Pandarian,6.28,486,2
Ten,4.67,128,0
Sore Ike! Anpanman: Dadandan to Futago no Hoshi,5.7,136,0
GA: Geijutsuka Art Design Class OVA,7.17,3671,1
Sonic★the★Hedgehog,6.86,9616,103
Ichigo Mashimaro Episode 0,7.17,10639,8
Denshinbashira no Okaasan,5.66,297,0
Aquarian Age: Sign for Evolution,6.2,10284,17
Japonese,6.88,59,0
Kkomaeosa Ttori,4.71,87,0
Detective Conan: Let&#039;s Try a Curious Experiment!,6.66,753,2
Umi Monogatari: Marin no Kore Naani?,6.34,1614,1
Kimi to no Tadashii Yakusoku,4.73,51,0
Rainbow: Nisha Rokubou no Shichinin,8.59,196494,5199
Aru Zombie Shoujo no Sainan (ONA),0.0,251,1
Ajjishin da Tsunami wa? Jibun no Inochi wa Jibun de Mamoru,5.25,90,0
Tenkou Kotofumi,5.45,139,0
Mahoutsukai Haley no Speed Story,6.13,342,1
Guskou Budori no Denki,6.38,795,0
Caligula,6.42,39016,47
Eiken: Eikenbu yori Ai wo Komete,4.56,19265,35
Blassreiter: Navi,6.46,3335,1
Lupin the IIIrd: Jigen Daisuke no Bohyou,7.9,10773,38
Kashikokimono,4.7,188,0
Hwang-geum-ui Pal,3.93,95,0
Oni Chichi 2: Revenge,7.07,9775,25
Push,6.39,1497,0
Tako no Hone,4.57,103,0
Kotonoha no Niwa,8.27,314307,3821
Hana no Asukagumi! 2: Lonely Cats Battle Royale,5.29,170,1
Nekketsu Uchuujin,5.32,1000,1
The Marshmallow Times,6.71,339,2
Cofun Gal no Coffy: Cofunderella,5.0,103,0
Cleopatra D.C.,6.0,1543,3
Fate/stay night: Unlimited Blade Works,8.34,420948,7860
Kamen Rider Fourze x Crayon Shin-chan,6.14,610,0
Akaneiro ni Somaru Saka,6.62,109298,238
Pokemon XY: New Year Special,6.38,2973,0
Dwaejiui Wang,7.01,3864,17
Bamboo Bears,6.34,440,2
Young Black Jack,7.29,54081,118
Love Live! μ&#039;s Final Love Live! Opening Animation,7.58,3519,16
Zettai Muteki Raijin-Oh (1992),6.54,314,1
Susume! Godzilland,5.82,97,0
Bakunyuu Bomb,6.16,2863,12
Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,6.67,706,0
Gakumon!: Ookami Shoujo wa Kujikenai,6.66,1761,3
Hyakujuu-Ou GoLion,6.94,7517,43
Shoujouji no Tanuki-bayashi,4.73,564,0
Noblesse: Pamyeol-ui Sijak,7.55,20547,78
MaMa,5.34,788,6
Owari no Seraph,7.63,498439,6600
Sojunghan Nal-ui Kkum,6.63,1177,2
B&#039;T X,7.14,7024,43
Byousoku 5 Centimeter,7.95,457791,7832
Huang Feihong Yong Chuang Tianxia,6.11,68,0
Dorami-chan: Mini-Dora SOS!!!,6.33,249,0
Toaru Kagaku no Railgun S,8.12,179713,2088
Toradora!: Bentou no Gokui,7.52,91630,78
Yami Shibai 5,6.22,8866,7
Shijin to Tsubame,5.4,30,0
Slam Dunk (Movie),7.45,10356,22
Tatsu no Ko Tarou,6.96,2450,7
Pokemon Advanced Generation: Nanayo no Negaiboshi Jirachi,6.9,52884,58
Nijiiro Days OVA,7.15,7101,6
Compiler,5.38,1322,0
Kitty to Mimmy no Happy Birthday,5.74,124,0
Denpa Kyoushi,6.49,6701,14
s.CRY.ed Alteration I: Tao,7.05,3735,3
Aa Harimanada,6.18,861,6
Graphillion: Kazoeage Oneesan wo Sukue,4.97,130,0
"Kono Danshi, Ningyo Hiroimashita.",7.65,20534,132
Morita-san wa Mukuchi. 2,6.76,10005,4
Dorami & Doraemons: Robot School&#039;s Seven Mysteries,6.9,753,2
Hump Bang,6.49,2430,11
Sakura,5.04,491,1
Behind a Smile,5.81,495,0
Ookiku Furikabutte Special,7.33,9510,9
Dracula no Uta,4.91,363,0
