title,type,source,episodes,airing,studio
Gregory Horror Show,TV,Original,25,False,Milky Cartoon
Tekken: Blood Vengeance,Movie,Game,1,False,
Peeping Life: The Perfect Explosion,OVA,Original,10,False,
Milky Panic twelve,Movie,Original,1,False,Tomason
Learn to Love,Movie,Unknown,1,False,
Koinu no Blue,Music,Original,1,False,
Taka no Tsume x Megane Super,ONA,Original,2,False,DLE
Doraemon Meets Hattori the Ninja,Special,Unknown,1,False,
High☆Speed!: Free! Starting Days,Movie,Light novel,1,False,Kyoto Animation
"Lies, Lies.",Music,Unknown,1,False,
Fetish Doll,Movie,Original,1,False,
Choujuu Kishin Dancougar: Ushinawareta Monotachi e no Requiem,OVA,Unknown,1,False,Production Reed
Yami Shibai 4,TV,Original,13,False,ILCA
Neko Hiki no Ororane,OVA,Unknown,1,False,J.C.Staff
True Tears: Raigomaru to Jibeta no Monogatari,Special,Original,1,False,P.A. Works
Uchuu no Stellvia,TV,Original,26,False,Xebec
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu Movie,Movie,Other,1,False,
Harem Time The Animation,OVA,Manga,2,False,Office Takeout
Bible Black Gaiden,OVA,Visual novel,2,False,Studio Jam
Asylum Session,Movie,Original,1,False,
Koroshiya-san: The Hired Gun,TV,4-koma manga,10,False,Opera House
Five Card,OVA,Visual novel,4,False,
Toaru Majutsu no Index,TV,Light novel,24,False,J.C.Staff
Cossette no Shouzou,OVA,Original,3,False,Daume
Tamayura: Hitotose,TV,Original,12,False,TYO Animations
Kashimashi: Girl Meets Girl OVA,OVA,Unknown,1,False,Studio Hibari
Sore Ike! Anpanman: Franken-Robo-kun&#039;s Surprised Christmas,Special,Unknown,1,False,TMS Entertainment
Calligraffiti,Movie,Unknown,1,False,
"Soushin Shoujo Matoi: Yuma-chin, Matomemashita - Nanimo Kitenakute... Natsu",Special,Original,1,False,White Fox
Tondemo Senshi Muteking,TV,Unknown,56,False,Tatsunoko Production
Star Beat!: Hoshi no Kodou,Music,Manga,1,False,Xebec
Kakutou Bijin Wulong: Rebirth,TV,Manga,25,False,
To Heart,TV,Visual novel,13,False,OLM
Fatal Fury: Legend of the Hungry Wolf,OVA,Game,1,False,
Joshikousei Nobunaga-chan!!,ONA,Manga,10,False,WAO World
Shin Calimero,TV,Unknown,52,False,Toei Animation
Rebiya,OVA,Original,1,False,
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,Movie,Unknown,1,False,Shin-Ei Animation
Elf Hime Nina,OVA,Visual novel,3,False,
Full Moon Party,Music,Unknown,1,False,
Ginga Eiyuu Densetsu,OVA,Novel,110,False,Artland
Hunter x Hunter,TV,Manga,62,False,Nippon Animation
Tokimeki Restaurant☆☆☆  MIRACLE6 Movie,Movie,Visual novel,1,False,Production I.G
Norabbits&#039; Minutes,Movie,Unknown,5,False,
Sougou Medical Koushiki,ONA,Original,2,False,Pops Inc.
Isshuukan Friends.: Tomodachi to no Omoide,Special,4-koma manga,1,False,Brain&#039;s Base
"Ikoku Meiro no Croisée The Animation: Ongakkai ""Récital""",Special,Manga,1,False,Satelight
Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka,OVA,Visual novel,2,False,
Sei Michaela Gakuen Hyouryuuki,OVA,Unknown,2,False,
Bikkuriman: Daiichiji Seima Taisen,Movie,Unknown,1,False,Toei Animation
Sakura Tsuushin,OVA,Manga,12,False,Shaft
Tokio Kidou Police,OVA,Novel,2,False,
Chokotto Kamen feat. Inoue Kikuko,Music,Original,1,False,
47 Todoufuken R,TV,Unknown,12,False,
Kuro no Kyoushitsu,OVA,Visual novel,2,False,PoRO
Sin: Nanatsu no Taizai Zange-roku Specials,Special,Other,7,False,Artland
Drifters (OVA),OVA,Manga,2,False,Hoods Drifters Studio
Shin Getter Robo tai Neo Getter Robo,OVA,Unknown,4,False,
Karin,TV,Manga,24,False,J.C.Staff
Babyshiba,Special,Original,6,False,
Seitokai Yakuindomo*,TV,4-koma manga,13,False,GoHands
Mahou no Tenshi Creamy Mami: Long Goodbye,OVA,Unknown,1,False,Studio Pierrot
Tokyo Loop,Movie,Original,1,False,
Coo: Tooi Umi kara Kita Coo,Movie,Novel,1,False,Toei Animation
Gunparade Orchestra,TV,Game,24,False,Brain&#039;s Base
Nekketsu Saikyou Go-Saurer,TV,Original,51,False,Sunrise
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu,ONA,Manga,10,False,AIC Classic
Lose It,Music,Original,3,False,
Wagaya no Oinari-sama. Specials,Special,Unknown,12,False,
Sore Ike! Anpanman: Minna de Teasobi - Anpanman to Itazura Obake,Movie,Unknown,1,False,
Top wo Nerae 2! Kagaku Kouza,Special,Original,3,False,Gainax
Hotaru no Haka,Movie,Novel,1,False,Studio Ghibli
Dame Oyaji,TV,Manga,26,False,Knack Productions
Milky Passion: Dougenzaka - Ai no Shiro,OVA,Manga,1,False,
Robot Carnival,OVA,Original,1,False,APPP
Wei Qi Shao Nian,TV,Unknown,26,False,
Reunion,OVA,Visual novel,2,False,PoRO
Nami,Movie,Original,1,False,
Hennako-chan,ONA,Unknown,6,False,
Fuku-chan no Zousan Butai,Movie,Other,1,False,Shochiku Animation Institute
Hyouka,TV,Novel,22,False,Kyoto Animation
One Pound Gospel,OVA,Manga,1,False,Studio Gallop
Redial,Music,Unknown,1,False,
Chiisana Teien,Movie,Unknown,1,False,
Toshi Keikaku,Music,Music,1,False,
Saint Seiya: Meiou Hades Juuni Kyuu-hen,OVA,Manga,13,False,Toei Animation
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,TV,Light novel,0,False,
Injuu Seisen XX,OVA,Unknown,4,False,
Osu,Movie,Original,1,False,Mushi Production
Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,Movie,Unknown,1,False,
Puzzle & Dragon,TV,Game,0,True,Studio Pierrot
Harisu no Kaze,TV,Unknown,70,False,
Monogatari Series: Second Season,TV,Light novel,26,False,Shaft
Xi Yang Yang Yu Hui Tai Lang: Zhi Niu Qi Chong Tian,Movie,Unknown,1,False,
Masuda Kousuke Gekijou Gag Manga Biyori,TV,Manga,12,False,Artland
Chou Supercar Gattiger,TV,Unknown,25,False,
Naniwa Yuukyouden,OVA,Unknown,1,False,Toei Animation
"Misenai Namida wa, Kitto Itsuka",Music,Unknown,1,False,
Kotowaza House,TV,Unknown,773,False,Eiken
Shichisei no Subaru,TV,Light novel,0,False,Lerche
Yong Zhe Da Mao Xian,ONA,Original,26,False,CG Year
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,Movie,Game,1,False,
Cream Lemon: Lemon Angel,TV,Other,37,False,
Dokkaebi Gamtu,Movie,Unknown,1,False,
Litchi DE Hikari Club,TV,Manga,8,False,Kachidoki Studio
Queen&#039;s Blade OVA,OVA,Other,2,False,Arms
Haha Sange,OVA,Visual novel,2,False,
Chikara to Onna no Yo no Naka,Movie,Original,1,False,
Menkui!,OVA,Manga,2,False,Office Takeout
Aware! Meisaku-kun: Short Douga,ONA,Original,1,False,Pie in The Sky
Boku dake no Hentai Kanojo Motto♥ The Animation,OVA,Manga,1,False,
Momotarou: Umi no Shinpei,Movie,Original,1,False,Shochiku Animation Institute
Mahou Sensei Negima! Tokubetsu Eizou,Music,Manga,3,False,
Oidon to,TV,Original,0,True,
Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,Special,Unknown,1,False,NAZ
Zetsuen no Tempest,TV,Manga,24,False,Bones
Arashi no Yoru ni: Himitsu no Tomodachi,TV,Unknown,26,False,Sparky Animation
Outsider:Requiem,Music,Original,1,False,
Chokkyuu Hyoudai Robot Anime: Straight Title,TV,Unknown,12,False,Bouncy
TV-ban Pokemon Special Masara Town-hen Recaps,OVA,Game,3,False,OLM
Aishiteruze Baby★★,TV,Manga,26,False,TMS Entertainment
Pucca (2006),TV,Unknown,26,False,
Mahoutsukai ni Taisetsu na Koto,TV,Manga,12,False,J.C.Staff
Yasamura Yasashi no Yasashii Sekai,TV,Original,16,False,DLE
Kannazuki no Miko,TV,Manga,12,False,TNK
Chuuko Video-ya no Onna Tenin X,ONA,Manga,1,False,
Kingyo Chuuihou!,TV,Unknown,54,False,Toei Animation
Go Go Smile Anime,Special,Original,6,False,DLE
Megachu!,OVA,Visual novel,3,False,
Fantastic Children Special,Special,Unknown,1,False,Nippon Animation
Piyoko ni Omakase pyo!,OVA,Unknown,8,False,Madhouse
Taiyou to Tsuki no Kodomo-tachi (2018),Music,Original,1,False,
Blood Lad: Kanketsu Kinen,ONA,Manga,1,False,Brain&#039;s Base
Captain Herlock,Movie,Manga,1,False,Toei Animation
Amada Anime Series: Super Mario Brothers,OVA,Game,3,False,
Hakoiri Shoujo: Virgin Territory,OVA,Visual novel,2,False,
Odoroki Ban,Movie,Unknown,1,False,
Nogizaka Haruka no Himitsu,TV,Light novel,12,False,Diomedea
Denpa Kyoushi (TV),TV,Manga,24,False,A-1 Pictures
Muteki We Are One!!,Music,Original,1,False,
Hoero! Bun Bun (Movie),Movie,Unknown,1,False,Madhouse
Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude,Special,Unknown,1,False,Sunrise
Free!: Take Your Marks,Special,Original,1,False,Kyoto Animation
Stranger: Mukou Hadan,Movie,Original,1,False,Bones
Mugen no Ryvius,TV,Original,26,False,Sunrise
Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,ONA,4-koma manga,13,False,Gathering
Saru Kani Gassen (1927),Movie,Other,1,False,
Kimezou no Kimarimonku Ja Kimaranee.,ONA,Unknown,12,False,Shin-Ei Animation
Nodame Cantabile Finale Special,Special,Manga,1,False,J.C.Staff
Kaze no Na wa Amnesia,Movie,Light novel,1,False,Madhouse
Lemon Angel Project,TV,Other,13,False,
Wild 7 Another Bouryaku Unga,TV,Manga,13,False,
Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,OVA,Unknown,1,False,Toei Animation
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,Movie,Manga,1,False,
Yu☆Gi☆Oh! (Movie),Movie,Manga,1,False,Toei Animation
Bucchigiri,OVA,Unknown,4,False,Nippon Animation
Doraemon: It&#039;s Spring!,Special,Unknown,1,False,
Kimi no Mana wa Rina Witch,OVA,Visual novel,0,True,T-Rex
The Bathroom,Movie,Original,1,False,
Mahou Shoujo Ai,OVA,Visual novel,5,False,
Dragon Egg,TV,Original,0,True,
Iron Man,TV,Other,12,False,Madhouse
Pro Golfer Saru: Kouga Hikyou! Kage no Ninpou Golfer Sanjou!,Movie,Unknown,1,False,Shin-Ei Animation
Trust,Music,Original,1,False,
Shangri-La,TV,Novel,24,False,Gonzo
Medaka Box,TV,Manga,12,False,Gainax
Dr. Slump Movie 06: Arale-chan N-cha! Penguin Mura wa Hare Nochi Hare,Movie,Manga,1,False,Toei Animation
Boku no Marie,OVA,Manga,3,False,Studio Pierrot
Kouya no Shounen Isamu,TV,Unknown,52,False,Shin-Ei Animation
Ribbon no Kishi,TV,Manga,52,False,Mushi Production
Kanojo to Kanojo no Neko: Everything Flows,TV,Original,4,False,LIDENFILMS
Koutetsu Tenshi Kurumi Zero,OVA,Original,3,False,OLM
Bishoujo Senshi Sailor Moon SuperS Special,Special,Manga,3,False,Toei Animation
Paprika,Movie,Novel,1,False,Madhouse
Uchiage Hanabi,Music,Other,1,False,Shaft
Hajime no Ippo,TV,Manga,75,False,Madhouse
Zecchou Rocket,OVA,Manga,2,False,
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Movie,Manga,1,False,Toei Animation
Onna Kyoushi Nijuusan-sai,OVA,Unknown,2,False,
Triangle Heart: Sazanami Joshi Ryo,OVA,Unknown,5,False,
Saiko Robot Kombock,TV,Unknown,25,False,
Candy Candy: Haru no Yobigoe,Movie,Unknown,1,False,Toei Animation
Mei King,OVA,Visual novel,4,False,
Rokuhoudou Yotsuiro Biyori,TV,Manga,12,True,Zexcs
Zenchuu Maite,Movie,Other,1,False,
Zone of the Enders: 2167 Idolo,OVA,Game,1,False,Sunrise
Sore ga Seiyuu!: Petit Uchiage,Special,Web manga,1,False,Gonzo
Kaitou Saint Tail,TV,Manga,43,False,TMS Entertainment
Taimanin Yukikaze,OVA,Visual novel,3,False,Magic Bus
Mangirl!: Asobu Henshuu Girl,Special,Manga,1,False,Doga Kobo
Tama Pawns,ONA,Original,6,False,Tsukimidou
Kitty to Mimmy no Atarashii Kasa,Movie,Original,1,False,
Xiong Chumo Zhi: Qihuan Kongjian,Movie,Original,1,False,
Jiu Se Lu,Movie,Unknown,1,False,
Mutekiou Tri-Zenon,TV,Unknown,22,False,
Battery,TV,Novel,11,False,Zero-G
Hoshi Uranai Kirakira,Music,Original,1,False,
Tokiwa Kitareri!!,Special,Manga,1,False,J.C.Staff
Shakugan no Shana,TV,Light novel,24,False,J.C.Staff
Ninin ga Shinobuden,TV,Manga,12,False,ufotable
Generation of Chaos III: Toki no Fuuin,OVA,Game,2,False,
Tsuritama: Harikitte Contest,Special,Unknown,1,False,
Kakugo no Susume,OVA,Manga,2,False,Ashi Production
Yuu☆Yuu☆Hakusho (Movie),Movie,Manga,1,False,Studio Pierrot
Doraemon Movie 11: Nobita to Animal Planet,Movie,Unknown,1,False,
Manga Nippon Mukashibanashi (Movie),Movie,Unknown,1,False,
Chikyuu Monogatari Telepath 2500,Movie,Original,1,False,Tatsunoko Production
Bannou Bunka Neko-Musume DASH!,OVA,Unknown,12,False,Production Reed
"Onihei: Sono Otoko, Heizou Hasegawa",OVA,Novel,1,False,M2
Sajou no Yumekui Shoujo,Music,Music,1,False,Minakata Laboratory
Bishoujo Yuugi Unit Crane Game Girls,TV,Original,13,False,Kyotoma
Peeping Life,TV,Original,10,False,
"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",Special,Unknown,1,False,
Potecco Babies (2011),ONA,Unknown,12,False,Shin-Ei Animation
Keiraku no Houteishiki Level-C,OVA,Manga,1,False,J.C.Staff
Kodomo no Keijijougaku,ONA,Original,1,False,
Nurse Witch Komugi-chan Magikarte Z Special,Special,Original,1,False,Tatsunoko Production
Great Hunt,TV,Unknown,19,False,Fanworks
Akuma-kun,TV,Manga,42,False,Toei Animation
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,OVA,Manga,6,False,TNK
Acchi Kocchi (TV): Place=Princess,Special,4-koma manga,1,False,AIC
Fuuun Ishin Dai☆Shogun,TV,Original,12,False,J.C.Staff
Nagisa,Music,Music,1,False,
Storywriter,Music,Music,1,False,
Sei Michaela Gakuen Hyouryuuki II,OVA,Unknown,2,False,J.C.Staff
Kumo no Ito (OVA),OVA,Unknown,1,False,
Choujuu Kishin Dancougar: Juusenki-tai Songs,OVA,Unknown,1,False,
Asari-chan,TV,Manga,54,False,Toei Animation
Mousou Dairinin,TV,Original,13,False,Madhouse
Dragon Nest: Throne of Elves,Movie,Game,1,False,Mili Pictures
Tokyo Ghoul:re,TV,Manga,12,True,Studio Pierrot
Kushimitama Samurai,Special,Unknown,1,False,Asahi Production
Mono-darake!,TV,Original,0,True,
New Tokyo Ondo,Movie,Unknown,1,False,
Norakuro Nitouhei: Enshuu no Maki,Movie,Manga,1,False,
12-sai.,OVA,Manga,8,False,SynergySP
Wonderful Days,Movie,Original,1,False,
Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,OVA,Visual novel,1,False,feel.
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,Special,Manga,1,False,Shaft
Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,OVA,Visual novel,1,False,G-Lam
Tokyo Juushouden,OVA,Unknown,3,False,
Genocyber,OVA,Manga,5,False,Artmic
Bungaku Shounen no Yuuutsu,Music,Music,1,False,
Hakyuu Houshin Engi,TV,Manga,23,True,C-Station
eX-Driver: Nina & Rei Danger Zone,OVA,Original,1,False,Actas
Happiness Charge Precure!,TV,Original,49,False,Toei Animation
Shin-chan ga Naita!,OVA,Unknown,1,False,
Witch Craft Works Specials,Special,Unknown,6,False,J.C.Staff
Card Wang: Mix Master,TV,Unknown,39,False,Nippon Animation
Kyojin no Hoshi: Dai League Ball,Movie,Unknown,1,False,
Kyou no 5 no 2 Kagai Jugyou: Mizukake,Special,Unknown,1,False,
Tokyo Ghoul √A,TV,Manga,12,False,Studio Pierrot
Kokoro Connect,TV,Light novel,13,False,Silver Link.
Gyakkyou Burai Kaiji: Ultimate Survivor,TV,Manga,26,False,Madhouse
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Movie,Original,1,False,Gainax
Daruma-chan,OVA,Unknown,5,False,
Tetsujin 28-gou: Tanjou-hen,Special,Unknown,1,False,Eiken
Seikai no Senki,TV,Light novel,13,False,Sunrise
Sora to Umi no Aida,TV,Game,0,False,TMS Entertainment
Fortissimo Bell,Music,Original,1,False,
Sangokushi,Special,Unknown,1,False,
Memories Off 2nd,OVA,Visual novel,3,False,
Kuruneko: Kurunekobin,Special,Manga,4,False,Studio Deen
The Impression of First Gundam,Special,Unknown,1,False,Sunrise
Detective Conan Movie 22: Zero The Enforcer,Movie,Manga,1,False,TMS Entertainment
Oshiete Re: Maid,OVA,Visual novel,2,False,
Soushi Souai: Junai Mellow yori,OVA,Manga,1,False,
Ai wa KAT-TUN,ONA,Unknown,5,False,
Black Cat: Toozakaru Neko,Special,Manga,1,False,Gonzo
Macross FB7: Ore no Uta wo Kike!,Movie,Unknown,1,False,Satelight
Himalaya no Hikari no Oukoku,OVA,Unknown,1,False,Toei Animation
Cherry Blossom (Music),Music,Music,1,False,
Kaijuu,Music,Music,1,False,
Mokke,TV,Manga,24,False,Madhouse
Kenran Butou Sai: The Mars Daybreak,TV,Original,26,False,Bones
World Fool News (TV) Part II,TV,Other,12,False,
Wu Lan Qi Qi Ge,TV,Unknown,26,False,
Nobunaga Concerto,TV,Manga,10,False,Fuji TV
Murder Princess,OVA,Manga,6,False,Bee Train
Street Fighter II Movie,Movie,Game,1,False,Group TAC
Katsugeki/Touken Ranbu Movie,Movie,Card game,1,False,
Hen,OVA,Manga,2,False,
Ore-sama Kingdom,OVA,Manga,14,False,SynergySP
Death Parade,TV,Original,12,False,Madhouse
Koneko no Studio,Movie,Original,1,False,
Shiroi Kiba White Fang Monogatari,Special,Novel,1,False,Sunrise
Kinken Chochiku Shiobara Tasuke,Movie,Other,1,False,
AIKa: Special Trial,Special,Unknown,1,False,
Tactical Roar,TV,Unknown,13,False,Actas
Uchuu Kazoku Carlvinson,OVA,Manga,1,False,Doga Kobo
Nougyou Musume!,Special,Unknown,1,False,Toei Animation
Tsubuyaki-tai Specials,Special,Original,2,False,
Lupin tai Holmes,Special,Unknown,1,False,Toei Animation
Cook no Polka,Music,Music,1,False,
Precure All Stars Movie: Haru no Carnival♪,Movie,Original,1,False,Toei Animation
Bakuon!! OVA,OVA,Manga,2,False,TMS Entertainment
Wake Up! Aria: Majokko Virgin Kiki Ippatsu,OVA,Unknown,1,False,
Tetsuro no Kanata,OVA,Unknown,1,False,
Otome Juurin Yuugi: Maiden Infringement Play,OVA,Visual novel,2,False,
One Piece: Mamore! Saigo no Dai Butai,Special,Manga,1,False,Toei Animation
Numa no Taishou,Movie,Original,1,False,
Misuzu: Ikenai Koto,OVA,Manga,1,False,
Heroman,TV,Original,26,False,Bones
Seikatsu Shidou!! Anime Edition,OVA,Manga,2,False,
Quiz Magic Academy: The Original Animation 2,OVA,Game,1,False,AIC Plus+
Ochamegami Monogatari: Korokoro Pollon,TV,Manga,46,False,
Chirico,Movie,Original,1,False,
Marginal Prince: Gekkeiju no Ouji-tachi - Tokyo Merry-Go-Round,Special,Visual novel,1,False,
Tanu no Magical Holiday,Music,Original,1,False,
Amon: Devilman Mokushiroku,OVA,Manga,1,False,Studio Live
Da Zuiba Dudu,TV,Unknown,52,False,
Angelique: Seichi yori Ai wo Komete,OVA,Unknown,3,False,
Hyaku-nengo no Aru Hi,Movie,Original,1,False,
Ginga Tetsudou 999: Hoshizora wa Time Machine,Movie,Unknown,1,False,Toei Animation
Naniwabushi Daisuki,Special,Unknown,1,False,
Tsukimonogatari,TV,Light novel,4,False,Shaft
Bleach Movie 4: Jigoku-hen,Movie,Manga,1,False,Studio Pierrot
Lupin III: Pilot Film (1978),OVA,Manga,1,False,
Bishoujo Senshi Sailor Moon S,TV,Manga,38,False,Toei Animation
Anata no Shiranai Kangofu: Seiteki Byoutou 24 Ji,OVA,Visual novel,2,False,
Saint Seiya: Jashin Eris,Movie,Unknown,1,False,Toei Animation
Glass no Kantai: La Legende du Vent de l&#039;Univers Specials,Special,Original,2,False,
RESTOL: Special Rescue Team,TV,Unknown,26,False,
Kurogane no Linebarrels Specials,Special,Manga,2,False,Gonzo
Big X,TV,Manga,59,False,
Kaitou Joker 3rd Season,TV,Manga,13,False,Shin-Ei Animation
Tenjou Tenge,TV,Manga,24,False,Madhouse
Gulliver Funtouki,Movie,Book,1,False,
Pro Golfer Saru,Special,Unknown,1,False,
Girls & Panzer: Shoukai Shimasu!,Special,Original,2,False,Actas
Ai Monogatari: 9 Love Stories,OVA,Unknown,1,False,Studio Deen
Shinzou Ningen Casshern,TV,Original,35,False,Tatsunoko Production
Suite Precure♪,TV,Original,48,False,Toei Animation
Kikou Keisatsu Metal Jack,TV,Unknown,37,False,Sunrise
Histoire d&#039;Etty,Movie,Unknown,1,False,
Tokyo ESP,TV,Manga,12,False,Xebec
Kininaru Roommate,OVA,Manga,2,False,
Dotanba no Manners,TV,Unknown,283,False,Eiken
Precure All Stars Movie New Stage: Mirai no Tomodachi,Movie,Original,1,False,Toei Animation
Organic,ONA,Unknown,1,False,
Oshioki: Gakuen Reijou Kousei Keikaku,OVA,Visual novel,3,False,
Love Hina Again,OVA,Manga,3,False,Xebec
Hishoka Drop The Animation,OVA,Manga,1,False,G-Lam
New Game!,TV,4-koma manga,12,False,Doga Kobo
Honey Tokyo,ONA,Unknown,1,False,Studio 4°C
Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season,TV,Original,12,False,Studio PuYUKAI
Sugai-kun to Kazoku Ishi,ONA,Original,10,False,
Chikyuu SOS Sore Ike Kororin,TV,Unknown,26,False,Studio Gallop
SeeIn AO,OVA,Visual novel,2,False,
Kage no Kodomo,Movie,Original,1,False,
Notteke Explet&#039;s,TV,Unknown,26,False,
"Shinran-sama: Negai, Soshite Hikari",OVA,Unknown,1,False,
Detective Conan: The Bomb Demon That Came From the Picture Book,Special,Manga,2,False,
Henna Ie!,Music,Original,1,False,
Marshmallow★Imouto★Succubus★,OVA,Visual novel,2,False,
Keifuku-san,ONA,Original,1,False,
"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",Special,Manga,1,False,EMT²
Hyper-Psychic Geo Garaga,Movie,Manga,1,False,Anime R
Wakaokami wa Shougakusei!,TV,Novel,0,True,Madhouse
Zo Zo Zo Zombie-kun,ONA,Manga,2,False,
Soratobu Yuureisen,Movie,Unknown,1,False,Toei Animation
Captain Future,TV,Novel,52,False,Toei Animation
Sword Art Online II: Sword Art Offline II,Special,Light novel,9,False,A-1 Pictures
Abstract feat. Alkama,Movie,Original,1,False,
Kyoto Animation: Sora-hen,Special,Original,1,False,Kyoto Animation
AIKa Zero,OVA,Unknown,3,False,
Wonder Garden,ONA,Unknown,1,False,Studio Colorido
Install Pilot,Special,Original,1,False,Asahi Production
Mobile Fighter G Gundam,TV,Original,49,False,Sunrise
Joki Joki Tailor,Music,Unknown,1,False,
Seisho Gensou Fu: Adam to Eve,Movie,Original,1,False,
Delpower X Bakuhatsu Miracle Genki!,OVA,Original,1,False,Big Bang
Makai Senki Disgaea: Welcome to Netherworld,Special,Game,1,False,
Dokidoki Dream!!!,Music,Original,1,False,
Kikoushi Enma,OVA,Manga,4,False,Brain&#039;s Base
Kodomo no Jikan OVA,OVA,Manga,3,False,Diomedea
Masou Gakuen HxH Specials,Special,Light novel,6,False,Production IMS
ID-0,TV,Original,12,False,SANZIGEN
Kinnikuman (Movie),Movie,Unknown,1,False,Toei Animation
Taekwon Dongja Maruchi Arachi,Movie,Unknown,1,False,
Crazy Monkey,Movie,Unknown,1,False,
"The iDOLM@STER Million Live! ""Dreaming!"" Animation PV",Music,Game,1,False,A-1 Pictures
Full Metal Panic! Invisible Victory,TV,Light novel,12,True,Xebec
Dimension Loop,OVA,Original,1,False,Studio 4°C
Devour Dinner,Movie,Unknown,1,False,
Momon&#039;s Sand Witch,ONA,Unknown,8,False,
Shinryaku! Ika Musume: Ika Ice Tabena-ika?,Music,Manga,1,False,Diomedea
Tokai no Butchy,Movie,Unknown,1,False,
Tsumiki no Ie,Movie,Original,1,False,Oh! Production
Macross Flash Back 2012,OVA,Unknown,1,False,
Happy Party Train,Music,Music,1,False,Sunrise
Hello Kitty no Yume Dorobou,OVA,Unknown,1,False,
Figure 17: Tsubasa & Hikaru,TV,Original,13,False,OLM
Pop,Movie,Original,1,False,
Tiger & Bunny Pilot,Special,Unknown,1,False,Sunrise
Conception: Ore no Kodomo wo Undekure!,TV,Game,0,False,
Groove Adventure Rave,TV,Manga,51,False,Studio Deen
